dimarray,threads,init,countingsort,user,elapsed,sys,pCPU
50000,32,0.005766,4.971727,4.942,0.681,0.042,100.00
50000,32,0.004729,4.963978,4.933,0.672,0.042,100.00
50000,32,0.005874,4.960003,4.939,0.669,0.033,100.00
50000,32,0.005689,4.964463,4.937,0.679,0.040,100.00
50000,32,0.005955,4.954468,4.940,0.673,0.027,100.00
50000,32,0.005664,4.937075,4.919,0.693,0.030,100.00
50000,32,0.005682,4.959128,4.939,0.668,0.032,100.00
50000,32,0.005700,4.963073,4.951,0.671,0.024,100.00
50000,32,0.005892,4.982641,4.955,0.672,0.040,100.00
50000,32,0.005617,4.967838,4.952,0.664,0.028,100.00
50000,32,0.005820,4.966988,4.944,0.665,0.035,100.00
50000,32,0.005749,4.954910,4.944,0.665,0.024,100.00
50000,32,0.005994,4.957592,4.929,0.675,0.041,100.00
50000,32,0.006191,4.960028,4.945,0.663,0.027,100.00
50000,32,0.005938,4.971955,4.948,0.663,0.037,100.00
50000,32,0.006024,4.969505,4.951,0.664,0.031,100.00
50000,32,0.005786,4.964307,4.945,0.663,0.031,100.00
50000,32,0.005896,4.960843,4.942,0.666,0.031,100.00
50000,32,0.005745,4.964773,4.948,0.664,0.029,100.00
50000,32,0.005078,4.973571,4.950,0.666,0.036,100.00
50000,32,0.005464,4.944159,4.917,0.675,0.039,100.00
50000,32,0.006551,4.960373,4.935,0.668,0.039,100.00
50000,32,0.005798,4.960911,4.939,0.676,0.034,100.00
50000,32,0.005609,4.956284,4.941,0.668,0.028,100.00
50000,32,0.005806,4.949022,4.932,0.669,0.029,100.00
50000,32,0.005761,4.946418,4.934,0.670,0.025,100.00
50000,32,0.005917,4.968531,4.944,0.666,0.037,100.00
50000,32,0.005825,4.963579,4.937,0.672,0.039,100.00
50000,32,0.005979,4.943228,4.926,0.680,0.029,100.00
50000,32,0.005431,4.963219,4.948,0.662,0.027,100.00
50000,32,0.005976,4.955001,4.934,0.665,0.033,100.00
50000,32,0.006047,4.957595,4.943,0.665,0.026,100.00
50000,32,0.005863,4.963457,4.943,0.666,0.033,100.00
50000,32,0.005275,4.958419,4.944,0.663,0.026,100.00
50000,32,0.006125,4.953092,4.939,0.667,0.026,100.00
50000,32,0.006074,4.958009,4.940,0.662,0.030,100.00
50000,32,0.005951,4.962951,4.947,0.662,0.028,100.00
50000,32,0.006046,4.970996,4.950,0.663,0.034,100.00
50000,32,0.005950,4.961158,4.947,0.661,0.027,100.00
50000,32,0.005780,4.947842,4.927,0.675,0.032,100.00
50000,32,0.006260,4.956537,4.941,0.661,0.028,100.00
50000,32,0.005678,4.965100,4.945,0.668,0.033,100.00
50000,32,0.006115,4.935038,4.919,0.681,0.028,100.00
50000,32,0.005433,4.947435,4.922,0.678,0.036,100.00
50000,32,0.005796,4.960144,4.938,0.669,0.035,100.00
50000,32,0.006034,4.961765,4.945,0.662,0.028,100.00
50000,32,0.005618,4.967398,4.946,0.671,0.033,100.00
50000,32,0.005448,4.964253,4.945,0.666,0.031,100.00
50000,32,0.005772,4.958545,4.944,0.666,0.027,100.00
50000,32,0.005585,4.980251,4.952,0.673,0.040,100.00
