dimarray,threads,init,countingsort,user,elapsed,sys,pCPU
50000,8,0.003816,4.999552,4.991,0.673,0.017,100.00
50000,8,0.003641,4.966371,4.959,0.664,0.014,100.00
50000,8,0.003865,5.003259,4.988,0.684,0.023,100.00
50000,8,0.004043,5.000536,4.993,0.680,0.016,100.00
50000,8,0.003825,4.959158,4.941,0.683,0.026,100.00
50000,8,0.003752,4.985435,4.963,0.695,0.030,100.00
50000,8,0.003669,4.987973,4.977,0.668,0.020,100.00
50000,8,0.004475,4.990452,4.981,0.682,0.018,100.00
50000,8,0.003558,4.965635,4.957,0.678,0.016,100.00
50000,8,0.003689,4.970505,4.959,0.662,0.019,100.00
50000,8,0.003641,4.998888,4.990,0.674,0.016,100.00
50000,8,0.003601,4.977376,4.964,0.688,0.021,100.00
50000,8,0.003532,4.971902,4.961,0.672,0.019,100.00
50000,8,0.003672,5.020470,5.013,0.682,0.015,100.00
50000,8,0.003994,4.978993,4.974,0.664,0.013,100.00
50000,8,0.003647,4.966625,4.960,0.668,0.014,100.00
50000,8,0.003730,4.973801,4.958,0.705,0.024,100.00
50000,8,0.003689,5.097644,5.082,0.686,0.023,100.00
50000,8,0.003678,5.017513,5.008,0.677,0.017,100.00
50000,8,0.004018,5.009985,5.004,0.683,0.014,100.00
50000,8,0.003762,4.963892,4.961,0.660,0.012,100.00
50000,8,0.004000,4.977199,4.966,0.671,0.020,100.00
50000,8,0.003499,4.979367,4.971,0.670,0.016,100.00
50000,8,0.003768,4.973000,4.966,0.661,0.015,100.00
50000,8,0.003637,4.954468,4.944,0.677,0.019,100.00
50000,8,0.004139,5.232850,5.203,0.709,0.039,100.00
50000,8,0.003665,5.022052,5.014,0.681,0.016,100.00
50000,8,0.003688,4.965176,4.959,0.675,0.014,100.00
50000,8,0.003951,4.960831,4.954,0.659,0.015,100.00
50000,8,0.004164,5.046808,5.030,0.680,0.025,100.00
50000,8,0.003667,5.043892,5.031,0.683,0.021,100.00
50000,8,0.003879,4.990998,4.984,0.677,0.015,100.00
50000,8,0.003353,5.040979,5.029,0.686,0.019,100.00
50000,8,0.003639,4.988972,4.979,0.674,0.018,100.00
50000,8,0.003780,5.473989,5.438,0.750,0.044,100.00
50000,8,0.003778,4.973354,4.962,0.683,0.020,100.00
50000,8,0.004004,5.094268,5.077,0.695,0.025,100.00
50000,8,0.003939,4.964404,4.947,0.701,0.025,100.00
50000,8,0.003809,4.986286,4.979,0.670,0.016,100.00
50000,8,0.003785,4.959510,4.948,0.675,0.020,100.00
50000,8,0.004279,4.975111,4.969,0.663,0.014,100.00
50000,8,0.003840,5.039906,5.029,0.671,0.019,100.00
50000,8,0.003976,4.986470,4.981,0.662,0.014,100.00
50000,8,0.003590,4.987573,4.977,0.674,0.019,100.00
50000,8,0.003911,4.982033,4.972,0.669,0.018,100.00
50000,8,0.004283,5.006718,5.001,0.675,0.014,100.00
50000,8,0.003529,5.022289,5.013,0.689,0.017,100.00
50000,8,0.003577,5.015102,5.006,0.670,0.017,100.00
50000,8,0.003931,4.973243,4.963,0.670,0.018,100.00
50000,8,0.004002,4.988870,4.979,0.668,0.018,100.00
