dimarray,threads,init,countingsort,user,elapsed,sys,pCPU
50000,32,0.005129,4.954911,4.935,0.677,0.032,100.00
50000,32,0.006119,4.966878,4.947,0.668,0.032,100.00
50000,32,0.005799,4.974809,4.950,0.665,0.037,100.00
50000,32,0.005675,4.953851,4.925,0.684,0.041,100.00
50000,32,0.005970,4.959378,4.939,0.678,0.033,100.00
50000,32,0.006013,4.932015,4.912,0.757,0.032,100.00
50000,32,0.005706,4.962796,4.940,0.678,0.035,100.00
50000,32,0.005990,4.968067,4.949,0.676,0.032,100.00
50000,32,0.005752,4.956704,4.938,0.659,0.031,100.00
50000,32,0.005948,4.963239,4.942,0.658,0.033,100.00
50000,32,0.005648,4.940588,4.922,0.680,0.030,100.00
50000,32,0.005648,4.954132,4.928,0.665,0.038,100.00
50000,32,0.005727,4.966818,4.948,0.670,0.032,100.00
50000,32,0.006042,4.968215,4.945,0.678,0.036,100.00
50000,32,0.005777,4.961001,4.949,0.665,0.024,100.00
50000,32,0.005868,4.961696,4.946,0.676,0.028,100.00
50000,32,0.005847,4.966965,4.949,0.663,0.030,100.00
50000,32,0.005391,4.966113,4.948,0.669,0.030,100.00
50000,32,0.005788,4.967638,4.947,0.672,0.033,100.00
50000,32,0.005835,4.965033,4.951,0.675,0.027,100.00
50000,32,0.006106,4.955423,4.937,0.670,0.031,100.00
50000,32,0.005452,4.955938,4.939,0.672,0.029,100.00
50000,32,0.005676,4.963377,4.941,0.689,0.035,100.00
50000,32,0.005796,4.960269,4.940,0.678,0.033,100.00
50000,32,0.006018,4.965395,4.939,0.675,0.039,100.00
50000,32,0.005460,4.955573,4.937,0.663,0.031,100.00
50000,32,0.005482,4.962437,4.943,0.663,0.031,100.00
50000,32,0.005682,4.941525,4.926,0.671,0.028,100.00
50000,32,0.005966,4.943645,4.923,0.678,0.033,100.00
50000,32,0.005308,4.969488,4.945,0.671,0.036,100.00
50000,32,0.006203,4.969470,4.953,0.672,0.028,100.00
50000,32,0.005781,4.972267,4.948,0.678,0.036,100.00
50000,32,0.005681,4.958586,4.937,0.677,0.033,100.00
50000,32,0.005132,4.965324,4.943,0.659,0.034,100.00
50000,32,0.005655,4.947143,4.930,0.668,0.029,100.00
50000,32,0.005884,4.964536,4.939,0.660,0.038,100.00
50000,32,0.005719,4.930879,4.916,0.665,0.027,100.00
50000,32,0.006004,4.940338,4.929,0.663,0.024,100.00
50000,32,0.005897,4.960680,4.942,0.656,0.031,100.00
50000,32,0.005714,4.952167,4.935,0.658,0.029,100.00
50000,32,0.005391,4.959095,4.937,0.667,0.034,100.00
50000,32,0.005684,4.960736,4.941,0.660,0.032,100.00
50000,32,0.006074,4.944616,4.930,0.655,0.027,100.00
50000,32,0.006182,4.957966,4.942,0.704,0.027,100.00
50000,32,0.006063,4.957146,4.940,0.659,0.029,100.00
50000,32,0.005519,4.952764,4.934,0.664,0.031,100.00
50000,32,0.005647,4.954418,4.933,0.683,0.033,100.00
50000,32,0.005996,4.952041,4.932,0.664,0.033,100.00
50000,32,0.006336,4.949225,4.933,0.661,0.029,100.00
50000,32,0.005776,4.956223,4.938,0.658,0.031,100.00
