dimarray,threads,init,countingsort,user,elapsed,sys,pCPU
50000,1,0.001696,2.600499,2.598,2.793,0.007,93.27
50000,1,0.001450,2.592728,2.592,2.600,0.005,99.85
50000,1,0.001433,2.600477,2.597,2.611,0.008,99.76
50000,1,0.001582,2.593635,2.592,2.601,0.006,99.89
50000,1,0.001404,2.609555,2.606,2.619,0.007,99.79
50000,1,0.001600,2.622994,2.619,2.665,0.009,98.58
50000,1,0.001574,2.582588,2.581,2.592,0.006,99.78
50000,1,0.001458,2.612788,2.611,2.622,0.006,99.81
50000,1,0.001651,2.620603,2.618,2.632,0.007,99.74
50000,1,0.001440,2.610499,2.609,2.620,0.006,99.79
50000,1,0.001618,2.583676,2.581,2.597,0.007,99.66
50000,1,0.001410,2.600341,2.598,2.610,0.007,99.80
50000,1,0.001560,2.593963,2.593,2.603,0.005,99.82
50000,1,0.001472,2.591561,2.590,2.600,0.005,99.81
50000,1,0.001502,2.590767,2.588,2.602,0.007,99.71
50000,1,0.001597,2.966458,2.928,3.054,0.042,97.26
50000,1,0.001507,2.773508,2.753,2.810,0.025,98.85
50000,1,0.001697,3.100224,3.063,3.458,0.042,89.79
50000,1,0.001473,3.237888,3.200,3.630,0.042,89.31
50000,1,0.002361,3.320873,3.278,3.750,0.050,88.72
50000,1,0.001435,3.053662,3.021,3.229,0.037,94.68
50000,1,0.001602,2.843896,2.830,2.919,0.018,97.58
50000,1,0.001519,3.007961,2.987,3.148,0.025,95.67
50000,1,0.001751,2.761594,2.742,2.819,0.025,98.15
50000,1,0.001515,2.707974,2.698,2.776,0.013,97.69
50000,1,0.001620,2.788965,2.770,2.829,0.024,98.77
50000,1,0.001689,2.745436,2.728,2.783,0.022,98.81
50000,1,0.001723,2.984854,2.965,3.033,0.024,98.55
50000,1,0.001390,2.929929,2.917,2.959,0.017,99.16
50000,1,0.001815,2.681194,2.673,2.708,0.013,99.19
50000,1,0.001696,2.673405,2.665,2.693,0.013,99.43
50000,1,0.001584,2.685568,2.676,2.707,0.014,99.37
50000,1,0.001463,2.718309,2.707,2.742,0.015,99.28
50000,1,0.001730,2.694999,2.688,2.715,0.012,99.44
50000,1,0.001449,2.691510,2.682,2.711,0.014,99.42
50000,1,0.002738,2.683348,2.674,2.704,0.015,99.43
50000,1,0.001593,2.655728,2.648,2.673,0.012,99.50
50000,1,0.001577,2.649259,2.642,2.666,0.011,99.54
50000,1,0.001536,2.672440,2.665,2.690,0.012,99.53
50000,1,0.001491,2.724534,2.713,2.759,0.016,98.91
50000,1,0.001631,2.702841,2.692,2.723,0.015,99.41
50000,1,0.001554,2.698319,2.686,2.722,0.017,99.30
50000,1,0.001528,2.695068,2.686,2.715,0.014,99.42
50000,1,0.001721,2.731817,2.720,2.755,0.017,99.33
50000,1,0.001583,2.690886,2.682,2.709,0.013,99.47
50000,1,0.001409,2.686492,2.676,2.708,0.015,99.38
50000,1,0.001845,2.633604,2.629,2.650,0.010,99.59
50000,1,0.001625,2.694132,2.681,2.716,0.017,99.33
50000,1,0.001749,2.680774,2.669,2.706,0.016,99.24
50000,1,0.001764,2.619017,2.615,2.631,0.008,99.70
