dimarray,threads,init,countingsort,user,elapsed,sys,pCPU
50000,8,0.003798,4.961086,4.949,0.718,0.020,100.00
50000,8,0.004491,4.945161,4.931,0.691,0.023,100.00
50000,8,0.003595,4.984991,4.976,0.668,0.017,100.00
50000,8,0.003960,4.959753,4.953,0.674,0.015,100.00
50000,8,0.003661,4.952409,4.938,0.706,0.023,100.00
50000,8,0.003556,5.051193,5.037,0.681,0.022,100.00
50000,8,0.003688,4.984185,4.977,0.658,0.015,100.00
50000,8,0.004117,4.976006,4.969,0.664,0.015,100.00
50000,8,0.003804,4.970102,4.958,0.686,0.020,100.00
50000,8,0.003969,4.966637,4.960,0.666,0.015,100.00
50000,8,0.003857,4.951297,4.942,0.666,0.017,100.00
50000,8,0.003552,5.001043,4.992,0.674,0.017,100.00
50000,8,0.004105,5.069240,5.057,0.684,0.021,100.00
50000,8,0.003658,5.005585,4.996,0.678,0.018,100.00
50000,8,0.003656,4.966700,4.954,0.682,0.020,100.00
50000,8,0.004148,5.014167,5.004,0.694,0.019,100.00
50000,8,0.003378,4.984119,4.978,0.669,0.014,100.00
50000,8,0.003638,5.221512,5.197,0.705,0.032,100.00
50000,8,0.003937,5.003832,4.995,0.732,0.017,100.00
50000,8,0.003773,4.989870,4.981,0.676,0.017,100.00
50000,8,0.003876,5.021326,5.014,0.680,0.017,100.00
50000,8,0.003516,4.983332,4.976,0.675,0.015,100.00
50000,8,0.003560,5.002059,4.996,0.678,0.014,100.00
50000,8,0.004115,4.981785,4.974,0.683,0.016,100.00
50000,8,0.003755,5.031486,5.018,0.677,0.021,100.00
50000,8,0.003706,5.015911,5.008,0.681,0.015,100.00
50000,8,0.003647,5.246260,5.215,0.711,0.039,100.00
50000,8,0.003893,4.994348,4.985,0.691,0.018,100.00
50000,8,0.003595,5.006326,4.997,0.678,0.017,100.00
50000,8,0.003755,4.993024,4.983,0.676,0.019,100.00
50000,8,0.003836,4.922344,4.909,0.706,0.021,100.00
50000,8,0.003565,4.932815,4.908,0.707,0.033,100.00
50000,8,0.003795,4.983969,4.969,0.698,0.023,100.00
50000,8,0.003947,5.367731,5.296,0.738,0.080,100.00
50000,8,0.003820,5.121000,5.093,0.725,0.036,100.00
50000,8,0.003694,4.964854,4.956,0.676,0.017,100.00
50000,8,0.004200,5.197519,5.179,0.704,0.027,100.00
50000,8,0.003688,4.970687,4.959,0.696,0.019,100.00
50000,8,0.003502,5.024468,5.012,0.688,0.020,100.00
50000,8,0.003622,5.199592,5.175,0.698,0.032,100.00
50000,8,0.003929,4.977546,4.971,0.665,0.015,100.00
50000,8,0.004376,4.992979,4.983,0.672,0.019,100.00
50000,8,0.003578,5.000802,4.992,0.666,0.017,100.00
50000,8,0.003571,4.995696,4.987,0.678,0.017,100.00
50000,8,0.003689,4.950957,4.934,0.684,0.025,100.00
50000,8,0.003668,4.968368,4.960,0.695,0.016,100.00
50000,8,0.003493,5.014464,5.004,0.671,0.018,100.00
50000,8,0.003966,4.981651,4.973,0.666,0.017,100.00
50000,8,0.003551,5.008633,5.001,0.668,0.017,100.00
50000,8,0.003608,4.998458,4.990,0.670,0.017,100.00
