dimarray,threads,init,countingsort,user,elapsed,sys,pCPU
50000000,4,2.694973,1.743893,4.209,1.719,0.265,100.00
50000000,4,2.606664,1.760370,4.140,1.706,0.261,100.00
50000000,4,2.625656,1.741548,4.142,1.690,0.260,100.00
50000000,4,2.775287,1.773197,4.321,1.754,0.260,100.00
50000000,4,2.697992,1.748837,4.224,1.710,0.259,100.00
50000000,4,2.792810,1.738357,4.299,1.746,0.268,100.00
50000000,4,2.770335,1.772370,4.316,1.739,0.264,100.00
50000000,4,2.769347,1.753590,4.292,1.736,0.268,100.00
50000000,4,2.692759,1.747630,4.215,1.700,0.260,100.00
50000000,4,2.622157,1.730552,4.127,1.687,0.262,100.00
50000000,4,2.624811,1.757358,4.148,1.704,0.268,100.00
50000000,4,2.781247,1.716374,4.258,1.753,0.276,100.00
50000000,4,2.736588,1.773327,4.280,1.735,0.266,100.00
50000000,4,2.636470,1.775210,4.186,1.723,0.262,100.00
50000000,4,2.700234,1.770961,4.235,1.723,0.273,100.00
50000000,4,2.701874,1.736548,4.214,1.708,0.260,100.00
50000000,4,2.747313,1.746416,4.266,1.739,0.270,100.00
50000000,4,2.819609,1.774144,4.357,1.768,0.272,100.00
50000000,4,2.804854,1.760480,4.337,1.741,0.263,100.00
50000000,4,2.759525,1.758684,4.289,1.724,0.261,100.00
50000000,4,2.625111,1.752173,4.154,1.702,0.256,100.00
50000000,4,2.690835,1.725114,4.188,1.705,0.266,100.00
50000000,4,2.794664,1.712229,4.288,1.719,0.255,100.00
50000000,4,2.792143,1.744414,4.308,1.732,0.263,100.00
50000000,4,2.641282,1.712744,4.127,1.681,0.262,100.00
50000000,4,2.776342,1.743427,4.290,1.735,0.267,100.00
50000000,4,2.784053,1.755477,4.312,1.745,0.262,100.00
50000000,4,2.805834,1.735576,4.324,1.731,0.259,100.00
50000000,4,2.653296,1.756597,4.185,1.717,0.261,100.00
50000000,4,2.571912,1.774439,4.119,1.697,0.262,100.00
50000000,4,2.702254,1.731513,4.208,1.704,0.260,100.00
50000000,4,2.710186,1.739997,4.221,1.747,0.261,100.00
50000000,4,2.625182,1.738915,4.140,1.689,0.260,100.00
50000000,4,2.610218,1.718027,4.098,1.680,0.267,100.00
50000000,4,2.609069,1.729003,4.106,1.693,0.271,100.00
50000000,4,2.760067,1.758324,4.289,1.758,0.267,100.00
50000000,4,2.708427,1.733550,4.213,1.717,0.264,100.00
50000000,4,2.813534,1.818996,4.400,1.833,0.291,100.00
50000000,4,2.323731,1.989242,3.972,2.214,0.400,100.00
50000000,4,2.739851,1.864883,4.325,1.898,0.317,100.00
50000000,4,2.840935,1.760790,4.380,1.763,0.257,100.00
50000000,4,2.785055,1.729975,4.289,1.729,0.264,100.00
50000000,4,2.729450,1.718949,4.230,1.713,0.253,100.00
50000000,4,2.829319,1.760330,4.366,1.754,0.258,100.00
50000000,4,2.663533,1.726398,4.161,1.732,0.264,100.00
50000000,4,2.816173,1.740594,4.332,1.741,0.257,100.00
50000000,4,2.796517,1.766564,4.335,1.757,0.263,100.00
50000000,4,2.814992,1.743086,4.339,1.724,0.254,100.00
50000000,4,2.690115,1.721851,4.189,1.699,0.259,100.00
50000000,4,2.835699,1.780315,4.388,1.791,0.263,100.00
