dimarray,threads,init,countingsort,user,elapsed,sys,pCPU
50000000,8,4.739219,2.630355,6.921,1.733,0.480,100.00
50000000,8,4.923142,2.640862,7.119,1.744,0.475,100.00
50000000,8,4.929688,2.594138,7.059,1.780,0.499,100.00
50000000,8,4.868844,2.606878,7.036,1.736,0.470,100.00
50000000,8,4.908832,2.553105,6.984,1.750,0.508,100.00
50000000,8,4.901614,1.859570,6.385,1.810,0.406,100.00
50000000,8,4.786034,2.612498,6.943,1.753,0.491,100.00
50000000,8,5.003390,2.600127,7.167,1.795,0.471,100.00
50000000,8,4.868613,2.621531,7.026,1.738,0.493,100.00
50000000,8,4.832897,2.601773,6.996,1.735,0.466,100.00
50000000,8,4.924256,2.613632,7.090,1.753,0.476,100.00
50000000,8,5.055074,2.643603,7.273,1.746,0.455,100.00
50000000,8,4.961324,2.612013,7.134,1.746,0.471,100.00
50000000,8,4.966033,2.608967,7.129,1.745,0.476,100.00
50000000,8,4.891552,2.611740,7.029,1.767,0.507,100.00
50000000,8,4.535260,2.422492,6.389,1.779,0.601,100.00
50000000,8,3.775306,2.090773,5.312,1.823,0.587,100.00
50000000,8,4.083831,2.306958,5.834,1.832,0.588,100.00
50000000,8,4.215960,2.386085,6.022,1.765,0.609,100.00
50000000,8,4.229779,2.206351,5.884,1.762,0.583,100.00
50000000,8,4.362171,2.400266,6.170,1.766,0.623,100.00
50000000,8,4.109635,2.356338,5.895,1.818,0.604,100.00
50000000,8,4.169907,2.404450,6.036,1.738,0.571,100.00
50000000,8,4.323344,2.362109,6.115,1.785,0.605,100.00
50000000,8,4.281069,2.367515,6.063,1.764,0.620,100.00
50000000,8,4.211521,2.395669,6.037,1.765,0.600,100.00
50000000,8,3.985830,2.348172,5.741,1.790,0.627,100.00
50000000,8,4.148798,2.382340,5.951,1.765,0.614,100.00
50000000,8,4.284254,2.374603,6.086,1.759,0.605,100.00
50000000,8,4.285722,2.381515,6.088,1.751,0.608,100.00
50000000,8,4.154011,2.380899,5.961,1.778,0.604,100.00
50000000,8,3.717312,2.346216,5.478,1.857,0.616,100.00
50000000,8,4.195712,2.353861,5.977,1.766,0.605,100.00
50000000,8,4.198569,2.347860,5.984,1.792,0.595,100.00
50000000,8,4.259455,2.351984,6.034,1.767,0.609,100.00
50000000,8,4.319422,2.365983,6.105,1.764,0.617,100.00
50000000,8,4.250476,2.290994,5.978,1.786,0.599,100.00
50000000,8,4.183632,2.325447,5.944,1.787,0.598,100.00
50000000,8,4.262297,2.286939,5.979,1.762,0.603,100.00
50000000,8,4.340817,2.372693,6.156,1.771,0.594,100.00
50000000,8,4.292193,2.364084,6.077,1.776,0.617,100.00
50000000,8,4.374651,2.376868,6.184,1.777,0.601,100.00
50000000,8,4.279596,2.306903,6.022,1.761,0.595,100.00
50000000,8,4.226797,2.177666,5.854,1.806,0.588,100.00
50000000,8,4.244147,2.331395,5.997,1.746,0.616,100.00
50000000,8,4.179439,2.131512,5.771,1.799,0.572,100.00
50000000,8,4.341169,2.273687,6.045,1.796,0.602,100.00
50000000,8,4.217146,2.223488,5.870,1.849,0.611,100.00
50000000,8,4.117139,2.315660,5.841,1.808,0.622,100.00
50000000,8,4.289787,2.210520,5.947,1.786,0.585,100.00
