dimarray,threads,init,countingsort,user,elapsed,sys,pCPU
50000,8,0.003516,5.725809,5.719,0.769,0.015,100.00
50000,8,0.003555,5.701864,5.694,0.763,0.015,100.00
50000,8,0.003465,5.721618,5.712,0.761,0.017,100.00
50000,8,0.003960,5.744271,5.726,0.771,0.026,100.00
50000,8,0.003802,5.813428,5.791,0.785,0.030,100.00
50000,8,0.003823,5.770776,5.759,0.772,0.020,100.00
50000,8,0.003728,5.760347,5.747,0.783,0.022,100.00
50000,8,0.003600,5.728935,5.718,0.764,0.019,100.00
50000,8,0.003458,5.729495,5.724,0.760,0.013,100.00
50000,8,0.003617,5.705637,5.701,0.757,0.013,100.00
50000,8,0.003542,5.724003,5.715,0.760,0.017,100.00
50000,8,0.004168,5.755462,5.747,0.779,0.017,100.00
50000,8,0.003549,5.703807,5.697,0.767,0.014,100.00
50000,8,0.003954,5.723904,5.717,0.772,0.016,100.00
50000,8,0.004144,5.726417,5.718,0.776,0.017,100.00
50000,8,0.003721,5.753294,5.738,0.789,0.024,100.00
50000,8,0.003477,5.739200,5.730,0.770,0.016,100.00
50000,8,0.003864,5.720265,5.712,0.769,0.016,100.00
50000,8,0.003711,5.704285,5.685,0.769,0.027,100.00
50000,8,0.004438,5.735141,5.725,0.766,0.020,100.00
50000,8,0.003934,5.699006,5.686,0.768,0.021,100.00
50000,8,0.004148,5.711075,5.699,0.759,0.021,100.00
50000,8,0.003531,5.731813,5.723,0.764,0.016,100.00
50000,8,0.003651,6.042549,6.018,0.810,0.033,100.00
50000,8,0.003485,5.688624,5.680,0.752,0.016,100.00
50000,8,0.004266,5.775519,5.763,0.771,0.021,100.00
50000,8,0.003588,5.754403,5.743,0.774,0.019,100.00
50000,8,0.003674,5.737126,5.729,0.769,0.016,100.00
50000,8,0.003788,5.802952,5.778,0.820,0.033,100.00
50000,8,0.003652,5.727056,5.721,0.772,0.014,100.00
50000,8,0.003971,5.816608,5.795,0.795,0.029,100.00
50000,8,0.004126,5.756706,5.741,0.773,0.024,100.00
50000,8,0.003675,5.742441,5.736,0.769,0.015,100.00
50000,8,0.003738,5.756322,5.748,0.769,0.016,100.00
50000,8,0.003585,5.734733,5.727,0.766,0.015,100.00
50000,8,0.003609,5.720606,5.714,0.764,0.014,100.00
50000,8,0.003753,5.731580,5.723,0.762,0.017,100.00
50000,8,0.003894,6.025923,5.998,0.804,0.036,100.00
50000,8,0.003624,5.702023,5.693,0.767,0.017,100.00
50000,8,0.003845,5.710206,5.703,0.760,0.015,100.00
50000,8,0.003883,5.708268,5.703,0.761,0.014,100.00
50000,8,0.003628,5.718652,5.710,0.764,0.016,100.00
50000,8,0.003633,5.723988,5.714,0.765,0.018,100.00
50000,8,0.003839,5.723053,5.714,0.773,0.018,100.00
50000,8,0.003661,5.741659,5.731,0.785,0.018,100.00
50000,8,0.003537,5.719827,5.713,0.766,0.014,100.00
50000,8,0.003899,5.745010,5.736,0.763,0.018,100.00
50000,8,0.003755,5.718719,5.710,0.767,0.016,100.00
50000,8,0.003572,5.698154,5.676,0.816,0.029,100.00
50000,8,0.004248,5.672760,5.661,0.761,0.020,100.00
