dimarray,threads,init,countingsort,user,elapsed,sys,pCPU
50000,16,0.004528,5.694187,5.670,0.771,0.034,100.00
50000,16,0.004926,5.682469,5.664,0.778,0.028,100.00
50000,16,0.004391,5.696154,5.677,0.770,0.028,100.00
50000,16,0.004736,5.693787,5.670,0.770,0.034,100.00
50000,16,0.004002,5.699430,5.673,0.769,0.036,100.00
50000,16,0.004751,5.730860,5.681,0.764,0.059,100.00
50000,16,0.004369,5.701873,5.678,0.759,0.034,100.00
50000,16,0.004500,5.707326,5.683,0.761,0.034,100.00
50000,16,0.004722,5.706134,5.684,0.758,0.032,100.00
50000,16,0.004787,5.711751,5.681,0.760,0.040,100.00
50000,16,0.004647,5.704670,5.676,0.769,0.039,100.00
50000,16,0.004325,5.701059,5.680,0.757,0.030,100.00
50000,16,0.004510,5.704042,5.677,0.759,0.037,100.00
50000,16,0.004613,5.705433,5.682,0.759,0.033,100.00
50000,16,0.004717,5.697637,5.681,0.758,0.027,100.00
50000,16,0.004689,5.706482,5.681,0.760,0.034,100.00
50000,16,0.004670,5.709722,5.682,0.761,0.037,100.00
50000,16,0.004708,5.711132,5.680,0.763,0.041,100.00
50000,16,0.003902,5.682714,5.663,0.762,0.029,100.00
50000,16,0.003843,5.689174,5.670,0.767,0.028,100.00
50000,16,0.004531,5.707932,5.683,0.774,0.034,100.00
50000,16,0.004633,5.719553,5.685,0.761,0.044,100.00
50000,16,0.004536,5.708656,5.685,0.758,0.033,100.00
50000,16,0.004355,5.700971,5.676,0.762,0.034,100.00
50000,16,0.004781,5.698773,5.679,0.756,0.030,100.00
50000,16,0.004618,5.706250,5.686,0.757,0.030,100.00
50000,16,0.004679,5.706932,5.688,0.763,0.029,100.00
50000,16,0.004527,5.691481,5.674,0.763,0.027,100.00
50000,16,0.004972,5.796098,5.689,0.770,0.117,100.00
50000,16,0.004663,5.703061,5.681,0.760,0.032,100.00
50000,16,0.004598,5.699804,5.680,0.758,0.030,100.00
50000,16,0.004535,5.700905,5.681,0.756,0.030,100.00
50000,16,0.004120,5.699891,5.677,0.764,0.032,100.00
50000,16,0.004630,5.653740,5.635,0.779,0.028,100.00
50000,16,0.004787,5.720693,5.684,0.759,0.046,100.00
50000,16,0.004710,5.705009,5.682,0.758,0.033,100.00
50000,16,0.004538,5.703239,5.673,0.764,0.039,100.00
50000,16,0.004427,5.707319,5.670,0.766,0.046,100.00
50000,16,0.004587,5.706620,5.687,0.756,0.030,100.00
50000,16,0.004868,5.702657,5.681,0.760,0.032,100.00
50000,16,0.004347,5.705750,5.683,0.761,0.032,100.00
50000,16,0.004772,5.706489,5.684,0.759,0.032,100.00
50000,16,0.004515,5.698282,5.679,0.759,0.029,100.00
50000,16,0.004719,5.698771,5.666,0.764,0.042,100.00
50000,16,0.004579,5.715417,5.686,0.761,0.039,100.00
50000,16,0.004526,5.707739,5.681,0.765,0.037,100.00
50000,16,0.004724,5.708647,5.683,0.757,0.035,100.00
50000,16,0.004445,5.705154,5.683,0.756,0.032,100.00
50000,16,0.004447,5.706971,5.685,0.757,0.031,100.00
50000,16,0.004549,5.696288,5.673,0.765,0.033,100.00
