dimarray,threads,init,countingsort,user,elapsed,sys,pCPU
50000,1,0.001763,3.290172,3.288,3.591,0.008,91.77
50000,1,0.001510,3.277520,3.274,3.289,0.007,99.76
50000,1,0.001506,3.263714,3.259,3.278,0.009,99.70
50000,1,0.001499,3.307340,3.301,3.321,0.010,99.73
50000,1,0.001446,3.254493,3.250,3.266,0.009,99.78
50000,1,0.001571,3.251435,3.249,3.263,0.007,99.78
50000,1,0.001385,3.261846,3.259,3.273,0.007,99.79
50000,1,0.001638,3.307185,3.304,3.320,0.008,99.75
50000,1,0.001483,3.286377,3.281,3.301,0.009,99.67
50000,1,0.001449,3.262758,3.259,3.274,0.007,99.77
50000,1,0.001577,3.306229,3.298,3.324,0.012,99.58
50000,1,0.001450,3.374404,3.359,3.414,0.020,98.96
50000,1,0.001827,3.320992,3.313,3.337,0.013,99.66
50000,1,0.001406,3.282588,3.278,3.301,0.008,99.54
50000,1,0.001402,3.306566,3.299,3.321,0.012,99.69
50000,1,0.001888,3.270113,3.266,3.284,0.009,99.73
50000,1,0.001496,3.293737,3.288,3.307,0.010,99.72
50000,1,0.001519,3.277320,3.274,3.290,0.008,99.72
50000,1,0.001417,3.301533,3.295,3.315,0.010,99.73
50000,1,0.001473,3.308552,3.303,3.322,0.010,99.72
50000,1,0.001562,3.280892,3.278,3.292,0.007,99.77
50000,1,0.001571,3.340276,3.333,3.356,0.012,99.65
50000,1,0.001450,3.306886,3.301,3.319,0.010,99.74
50000,1,0.001446,3.301889,3.297,3.325,0.009,99.44
50000,1,0.001531,3.290063,3.283,3.306,0.012,99.65
50000,1,0.001669,3.283810,3.279,3.296,0.009,99.75
50000,1,0.001436,3.302760,3.297,3.323,0.010,99.52
50000,1,0.001374,3.304441,3.299,3.317,0.009,99.73
50000,1,0.001662,3.329648,3.321,3.346,0.013,99.65
50000,1,0.001500,3.281740,3.277,3.294,0.008,99.74
50000,1,0.001515,3.300206,3.292,3.318,0.013,99.59
50000,1,0.001550,3.308975,3.303,3.322,0.010,99.74
50000,1,0.001413,3.265800,3.264,3.276,0.006,99.80
50000,1,0.001625,3.274140,3.272,3.285,0.007,99.79
50000,1,0.001455,3.282042,3.279,3.293,0.007,99.78
50000,1,0.001644,3.273759,3.268,3.287,0.010,99.73
50000,1,0.001551,3.296683,3.289,3.313,0.012,99.62
50000,1,0.001405,3.286512,3.283,3.297,0.007,99.78
50000,1,0.002050,3.313512,3.309,3.327,0.010,99.73
50000,1,0.001687,3.287048,3.285,3.298,0.006,99.80
50000,1,0.001484,3.281331,3.279,3.292,0.007,99.80
50000,1,0.001431,3.273150,3.271,3.284,0.006,99.80
50000,1,0.001518,3.287505,3.285,3.298,0.007,99.80
50000,1,0.001430,3.326859,3.320,3.342,0.011,99.66
50000,1,0.001627,3.284383,3.278,3.298,0.010,99.72
50000,1,0.001457,3.288683,3.284,3.304,0.009,99.65
50000,1,0.001459,3.321687,3.313,3.337,0.012,99.66
50000,1,0.001493,3.299261,3.295,3.318,0.008,99.55
50000,1,0.001439,3.322725,3.315,3.338,0.012,99.67
50000,1,0.001615,3.374466,3.364,3.395,0.015,99.52
