dimarray,threads,init,countingsort,user,elapsed,sys,pCPU
50000,0,0.000654,3.247764,3.245,3.554,0.007,91.47
50000,0,0.000539,3.264278,3.261,3.273,0.005,99.80
50000,0,0.000590,3.241756,3.239,3.251,0.005,99.81
50000,0,0.000552,3.271074,3.265,3.283,0.008,99.70
50000,0,0.000580,3.276359,3.273,3.286,0.006,99.81
50000,0,0.000593,3.271375,3.267,3.281,0.007,99.79
50000,0,0.000541,3.281924,3.278,3.291,0.006,99.81
50000,0,0.000523,3.280382,3.277,3.290,0.006,99.79
50000,0,0.000594,3.273567,3.271,3.282,0.006,99.82
50000,0,0.000615,3.276847,3.272,3.289,0.007,99.72
50000,0,0.000625,3.295608,3.291,3.305,0.008,99.81
50000,0,0.000524,3.269270,3.265,3.278,0.007,99.81
50000,0,0.000548,3.292560,3.288,3.303,0.007,99.77
50000,0,0.000598,3.299669,3.295,3.310,0.007,99.77
50000,0,0.000575,3.323741,3.319,3.334,0.008,99.78
50000,0,0.000522,3.319022,3.314,3.329,0.007,99.77
50000,0,0.000534,3.337056,3.330,3.350,0.009,99.68
50000,0,0.000522,3.312237,3.307,3.323,0.008,99.75
50000,0,0.000522,3.282705,3.279,3.292,0.007,99.80
50000,0,0.000531,3.293083,3.289,3.302,0.006,99.81
50000,0,0.000513,3.389644,3.374,3.416,0.019,99.29
50000,0,0.000522,3.280712,3.277,3.291,0.007,99.77
50000,0,0.000529,3.336922,3.327,3.354,0.013,99.57
50000,0,0.000525,3.354483,3.344,3.380,0.013,99.33
50000,0,0.000560,3.354333,3.343,3.374,0.014,99.49
50000,0,0.000548,3.368200,3.357,3.398,0.014,99.18
50000,0,0.000549,3.333587,3.327,3.356,0.010,99.40
50000,0,0.000530,3.311379,3.306,3.323,0.008,99.74
50000,0,0.000528,3.316826,3.308,3.331,0.011,99.65
50000,0,0.000579,3.461839,3.438,3.518,0.026,98.47
50000,0,0.000574,3.347616,3.342,3.362,0.008,99.64
50000,0,0.000564,3.437050,3.418,3.488,0.022,98.62
50000,0,0.000520,3.343565,3.333,3.362,0.014,99.52
50000,0,0.000609,3.399103,3.386,3.421,0.016,99.45
50000,0,0.000603,3.422949,3.404,3.451,0.022,99.27
50000,0,0.000581,3.361850,3.353,3.377,0.012,99.62
50000,0,0.000526,3.439235,3.419,3.468,0.022,99.25
50000,0,0.000544,3.417346,3.399,3.446,0.021,99.24
50000,0,0.000528,3.387374,3.372,3.426,0.018,98.94
50000,0,0.000519,3.374233,3.360,3.405,0.017,99.16
50000,0,0.000538,3.419983,3.402,3.461,0.021,98.87
50000,0,0.000570,3.428646,3.413,3.454,0.018,99.36
50000,0,0.000611,3.323451,3.318,3.335,0.009,99.74
50000,0,0.000586,3.343284,3.339,3.355,0.007,99.73
50000,0,0.000560,3.346526,3.340,3.358,0.009,99.74
50000,0,0.000585,3.614570,3.578,3.751,0.040,96.45
50000,0,0.000671,3.586376,3.548,3.676,0.042,97.66
50000,0,0.000599,3.526906,3.486,3.578,0.043,98.65
50000,0,0.000547,3.554819,3.520,3.652,0.038,97.42
50000,0,0.000530,3.392824,3.382,3.412,0.014,99.52
