dimarray,threads,init,countingsort,user,elapsed,sys,pCPU
50000,32,0.006091,5.719148,5.683,0.777,0.050,100.00
50000,32,0.006236,5.700732,5.666,0.778,0.047,100.00
50000,32,0.006215,5.714073,5.679,0.770,0.048,100.00
50000,32,0.006150,5.704211,5.674,0.780,0.042,100.00
50000,32,0.006032,5.701302,5.677,0.779,0.036,100.00
50000,32,0.005719,5.704168,5.680,0.779,0.036,100.00
50000,32,0.005817,5.703494,5.669,0.759,0.047,100.00
50000,32,0.005964,5.700889,5.666,0.778,0.047,100.00
50000,32,0.005900,5.709175,5.670,0.783,0.051,100.00
50000,32,0.005953,5.718006,5.688,0.770,0.043,100.00
50000,32,0.006351,5.706864,5.670,0.784,0.049,100.00
50000,32,0.005356,5.705088,5.672,0.777,0.045,100.00
50000,32,0.005299,5.717415,5.689,0.773,0.040,100.00
50000,32,0.006097,5.713554,5.691,0.770,0.035,100.00
50000,32,0.005629,5.705659,5.669,0.794,0.049,100.00
50000,32,0.006120,5.724322,5.690,0.772,0.047,100.00
50000,32,0.006080,5.717275,5.686,0.773,0.044,100.00
50000,32,0.005915,5.703807,5.678,0.774,0.038,100.00
50000,32,0.005760,5.704485,5.675,0.766,0.043,100.00
50000,32,0.006142,5.711252,5.684,0.765,0.041,100.00
50000,32,0.005672,5.719610,5.682,0.772,0.049,100.00
50000,32,0.005696,5.718585,5.683,0.773,0.048,100.00
50000,32,0.005726,5.699006,5.673,0.782,0.038,100.00
50000,32,0.005810,5.711665,5.683,0.778,0.042,100.00
50000,32,0.005248,5.723000,5.687,0.774,0.047,100.00
50000,32,0.005703,5.698061,5.680,0.770,0.030,100.00
50000,32,0.006196,5.718247,5.684,0.775,0.047,100.00
50000,32,0.005917,5.704739,5.684,0.772,0.032,100.00
50000,32,0.005121,5.712355,5.690,0.772,0.034,100.00
50000,32,0.006192,5.713517,5.686,0.772,0.041,100.00
50000,32,0.005891,5.729074,5.691,0.773,0.051,100.00
50000,32,0.006190,5.717293,5.688,0.771,0.042,100.00
50000,32,0.005807,5.712793,5.689,0.771,0.036,100.00
50000,32,0.006159,5.710811,5.686,0.773,0.038,100.00
50000,32,0.005923,5.707513,5.685,0.777,0.034,100.00
50000,32,0.005520,5.725800,5.683,0.775,0.056,100.00
50000,32,0.005561,5.710106,5.677,0.785,0.045,100.00
50000,32,0.005984,5.715117,5.687,0.764,0.041,100.00
50000,32,0.005794,5.714380,5.682,0.761,0.044,100.00
50000,32,0.005928,5.700159,5.667,0.775,0.046,100.00
50000,32,0.005675,5.709537,5.685,0.769,0.037,100.00
50000,32,0.006184,5.697555,5.670,0.772,0.039,100.00
50000,32,0.005712,5.696525,5.674,0.761,0.035,100.00
50000,32,0.005992,5.714358,5.685,0.763,0.042,100.00
50000,32,0.005890,5.705986,5.672,0.774,0.046,100.00
50000,32,0.005964,5.709062,5.672,0.755,0.049,100.00
50000,32,0.005892,5.711732,5.684,0.767,0.040,100.00
50000,32,0.005841,5.706207,5.680,0.759,0.038,100.00
50000,32,0.005654,5.702008,5.680,0.769,0.034,100.00
50000,32,0.005380,5.690394,5.657,0.787,0.045,100.00
