dimarray,threads,init,countingsort,user,elapsed,sys,pCPU
50000000,8,4.267814,2.163923,5.898,1.790,0.567,100.00
50000000,8,4.195447,2.250498,5.880,1.799,0.601,100.00
50000000,8,3.802306,2.297841,5.509,1.901,0.625,100.00
50000000,8,4.065726,2.312011,5.796,1.842,0.623,100.00
50000000,8,4.007163,2.345831,5.743,1.831,0.651,100.00
50000000,8,4.286640,2.365805,6.078,1.760,0.610,100.00
50000000,8,4.225587,2.228563,5.898,1.787,0.591,100.00
50000000,8,4.261705,2.415345,6.096,1.744,0.613,100.00
50000000,8,4.299777,2.426584,6.129,1.800,0.632,100.00
50000000,8,4.262046,2.432501,6.156,1.779,0.572,100.00
50000000,8,4.784168,2.501671,6.797,1.762,0.519,100.00
50000000,8,4.808813,2.586712,6.953,1.726,0.472,100.00
50000000,8,4.706869,2.511557,6.728,1.746,0.518,100.00
50000000,8,4.732523,2.510666,6.769,1.794,0.505,100.00
50000000,8,4.852138,2.277485,6.606,1.797,0.554,100.00
50000000,8,4.735645,2.466097,6.689,1.760,0.544,100.00
50000000,8,4.745059,2.501342,6.773,1.751,0.505,100.00
50000000,8,4.694046,2.574641,6.799,1.730,0.499,100.00
50000000,8,4.866106,2.424427,6.765,1.774,0.554,100.00
50000000,8,4.934253,2.537960,6.995,1.768,0.512,100.00
50000000,8,4.956446,2.501437,6.977,1.760,0.511,100.00
50000000,8,4.831866,2.539546,6.905,1.743,0.496,100.00
50000000,8,4.869411,2.584015,7.023,1.736,0.461,100.00
50000000,8,4.917164,2.582131,7.040,1.741,0.490,100.00
50000000,8,4.978269,2.572880,7.099,1.766,0.491,100.00
50000000,8,4.488859,2.453878,6.345,1.790,0.637,100.00
50000000,8,4.847087,2.559744,6.935,1.735,0.499,100.00
50000000,8,4.932438,2.563854,7.024,1.747,0.499,100.00
50000000,8,4.969632,2.586887,7.100,1.739,0.487,100.00
50000000,8,4.933649,2.607751,7.066,1.733,0.502,100.00
50000000,8,4.884474,2.574508,6.994,1.789,0.492,100.00
50000000,8,4.996439,2.569880,7.112,1.746,0.483,100.00
50000000,8,4.814775,2.569387,6.931,1.741,0.484,100.00
50000000,8,4.923261,2.543186,7.007,1.743,0.492,100.00
50000000,8,4.847160,2.474234,6.844,1.766,0.506,100.00
50000000,8,5.007736,2.571643,7.120,1.734,0.488,100.00
50000000,8,4.840215,2.496897,6.863,1.737,0.504,100.00
50000000,8,4.730326,2.489932,6.744,1.747,0.506,100.00
50000000,8,4.889773,2.524973,6.951,1.758,0.497,100.00
50000000,8,4.778652,2.484518,6.806,1.814,0.486,100.00
50000000,8,4.679511,2.443216,6.655,1.734,0.499,100.00
50000000,8,4.878040,2.471604,6.862,1.732,0.516,100.00
50000000,8,4.920629,2.530115,6.979,1.750,0.503,100.00
50000000,8,4.689854,2.506424,6.722,1.736,0.504,100.00
50000000,8,4.853354,2.527826,6.903,1.737,0.507,100.00
50000000,8,4.869149,2.411755,6.749,1.778,0.566,100.00
50000000,8,4.987259,2.642983,7.202,1.742,0.463,100.00
50000000,8,4.871427,2.392471,6.715,1.769,0.579,100.00
50000000,8,4.870139,2.669125,7.102,1.770,0.473,100.00
50000000,8,5.020969,2.627396,7.211,1.745,0.469,100.00
