dimarray,threads,init,countingsort,user,elapsed,sys,pCPU
50000000,4,2.647606,1.743854,4.171,1.691,0.256,100.00
50000000,4,2.687887,1.736186,4.201,1.711,0.258,100.00
50000000,4,2.699127,1.768708,4.228,1.774,0.275,100.00
50000000,4,2.637792,1.875632,4.267,1.790,0.280,100.00
50000000,4,2.674304,1.730859,4.184,1.691,0.258,100.00
50000000,4,2.676449,1.733210,4.186,1.694,0.260,100.00
50000000,4,2.629310,1.727539,4.134,1.688,0.261,100.00
50000000,4,2.636977,1.739621,4.158,1.680,0.253,100.00
50000000,4,2.636941,1.741363,4.163,1.687,0.250,100.00
50000000,4,2.665045,1.724105,4.184,1.671,0.240,100.00
50000000,4,2.820832,1.744915,4.346,1.740,0.256,100.00
50000000,4,2.615210,1.757417,4.143,1.692,0.264,100.00
50000000,4,2.687690,1.734034,4.198,1.699,0.258,100.00
50000000,4,2.772570,1.731046,4.285,1.721,0.259,100.00
50000000,4,2.738324,1.724819,4.246,1.697,0.251,100.00
50000000,4,2.755856,1.741257,4.277,1.728,0.263,100.00
50000000,4,2.682199,1.735088,4.196,1.701,0.258,100.00
50000000,4,2.612307,1.748670,4.140,1.691,0.257,100.00
50000000,4,2.595548,1.731948,4.101,1.694,0.265,100.00
50000000,4,2.809761,1.747258,4.338,1.736,0.253,100.00
50000000,4,2.700656,1.732702,4.212,1.697,0.256,100.00
50000000,4,2.795515,1.751577,4.334,1.737,0.252,100.00
50000000,4,2.698270,1.752032,4.227,1.740,0.261,100.00
50000000,4,2.773966,1.749065,4.301,1.741,0.257,100.00
50000000,4,2.769408,1.765816,4.311,1.733,0.259,100.00
50000000,4,2.821679,1.769542,4.365,1.759,0.263,100.00
50000000,4,2.655912,1.719167,4.161,1.677,0.249,100.00
50000000,4,2.814664,1.730034,4.323,1.723,0.255,100.00
50000000,4,2.814785,1.744248,4.330,1.747,0.264,100.00
50000000,4,2.851349,1.737119,4.360,1.752,0.263,100.00
50000000,4,2.814160,1.743234,4.332,1.743,0.261,100.00
50000000,4,2.638640,1.733333,4.149,1.687,0.259,100.00
50000000,4,2.791778,1.764844,4.332,1.733,0.260,100.00
50000000,4,2.620722,1.751779,4.146,1.693,0.262,100.00
50000000,4,2.609988,1.733671,4.122,1.681,0.256,100.00
50000000,4,2.771049,1.699454,4.235,1.776,0.270,100.00
50000000,4,2.805257,1.752857,4.329,1.742,0.264,100.00
50000000,4,2.806310,1.763930,4.339,1.747,0.268,100.00
50000000,4,2.855101,1.741300,4.372,1.765,0.261,100.00
50000000,4,2.702832,1.734005,4.216,1.710,0.259,100.00
50000000,4,2.806851,1.733869,4.314,1.736,0.265,100.00
50000000,4,2.706275,1.687044,4.166,1.706,0.263,100.00
50000000,4,2.829926,1.739419,4.338,1.757,0.269,100.00
50000000,4,2.672664,1.697219,4.134,1.701,0.271,100.00
50000000,4,2.623427,1.753937,4.154,1.689,0.258,100.00
50000000,4,2.776416,1.734780,4.288,1.723,0.261,100.00
50000000,4,2.649835,1.752173,4.177,1.731,0.260,100.00
50000000,4,2.703266,1.720935,4.206,1.692,0.253,100.00
50000000,4,2.797252,1.744345,4.319,1.735,0.261,100.00
50000000,4,2.781654,1.732400,4.293,1.720,0.258,100.00
