| Version  | Threads |        Init        |    CountingSort    |        User        |         Sys         |      Elapsed       |      Speedup       |      Efficiency      |
|  Serial  |    1    | 0.5751158235294118 | 1.1490878157894737 | 1.567342105263158  | 0.19126470588235295 | 1.779744680851064  |        1.0         |         1.0          |
| Parallel |    1    | 0.5735103125000001 | 1.1135566216216217 | 1.5343513513513514 | 0.18946875000000002 | 1.7410697674418607 | 1.0222133047925057 |  1.0222133047925057  |
| Parallel |    2    | 1.2651060250000001 | 1.3141113055555556 |      2.397875      | 0.21641176470588236 | 1.7396578947368422 | 1.0230429133426178 |  0.5115214566713089  |
| Parallel |    4    | 2.719770555555556  | 1.7405854545454544 | 4.232730769230769  | 0.25997222222222216 | 1.7175999999999998 | 1.0361811136766792 |  0.2590452784191698  |
| Parallel |    8    | 4.844015743589743  | 2.5109590526315784 | 6.880184210526316  |  0.5102000000000001 | 1.7560952380952382 | 1.0134670616050854 | 0.12668338270063567  |
| Parallel |    16   | 5.348563533333333  | 2.722344162790698  | 6.338352941176471  |  1.7625000000000002 | 1.7130967741935483 | 1.0389049280002822 | 0.06493155800001764  |
| Parallel |    32   | 5.330298470588235  | 2.7234973589743587 | 6.322030303030303  |       1.761775      | 1.7135454545454545 | 1.038632897732596  | 0.032457278054143626 |
