dimarray,threads,init,countingsort,user,elapsed,sys,pCPU
50000000,0,0.570237,1.189814,1.599,2.124,0.202,84.78
50000000,0,0.572714,1.143369,1.564,1.766,0.184,98.98
50000000,0,0.570931,1.149915,1.566,1.771,0.189,99.16
50000000,0,0.567270,1.130757,1.549,1.752,0.187,99.10
50000000,0,0.566479,1.157621,1.570,1.775,0.191,99.18
50000000,0,0.563104,1.139327,1.554,1.751,0.183,99.22
50000000,0,0.566561,1.138418,1.555,1.752,0.185,99.31
50000000,0,0.564222,1.153427,1.567,1.777,0.187,98.70
50000000,0,0.565490,1.141444,1.560,1.755,0.182,99.23
50000000,0,0.556338,1.128776,1.542,1.732,0.180,99.41
50000000,0,0.571007,1.138549,1.557,1.792,0.188,97.36
50000000,0,0.562523,1.135853,1.553,1.745,0.180,99.37
50000000,0,0.565073,1.137784,1.552,1.750,0.187,99.36
50000000,0,0.564213,1.136631,1.555,1.749,0.182,99.28
50000000,0,0.566883,1.133036,1.555,1.744,0.178,99.37
50000000,0,0.566239,1.158121,1.572,1.779,0.190,99.03
50000000,0,0.566964,1.134399,1.553,1.751,0.185,99.25
50000000,0,0.565445,1.142910,1.558,1.754,0.184,99.30
50000000,0,0.571519,1.148680,1.568,1.769,0.188,99.28
50000000,0,0.571910,1.135003,1.556,1.753,0.185,99.33
50000000,0,0.570409,1.136127,1.559,1.754,0.184,99.36
50000000,0,0.571977,1.148835,1.566,1.769,0.192,99.34
50000000,0,0.569677,1.140382,1.558,1.756,0.185,99.28
50000000,0,0.565960,1.139302,1.558,1.754,0.183,99.25
50000000,0,0.566916,1.130067,1.550,1.743,0.183,99.39
50000000,0,0.563749,1.137562,1.554,1.747,0.180,99.28
50000000,0,0.566834,1.140424,1.554,1.777,0.186,97.95
50000000,0,0.566615,1.139345,1.553,1.755,0.188,99.19
50000000,0,0.568711,1.138689,1.556,1.756,0.186,99.24
50000000,0,0.564687,1.136837,1.551,1.747,0.184,99.33
50000000,0,0.564628,1.144620,1.564,1.758,0.183,99.34
50000000,0,0.565724,1.133905,1.551,1.759,0.182,98.53
50000000,0,0.573970,1.151432,1.567,1.775,0.193,99.14
50000000,0,0.569141,1.137858,1.555,1.751,0.186,99.38
50000000,0,0.570571,1.148603,1.568,1.769,0.188,99.24
50000000,0,0.573794,1.149925,1.568,1.773,0.191,99.21
50000000,0,0.571671,1.145106,1.566,1.765,0.188,99.34
50000000,0,0.569383,1.133597,1.555,1.750,0.184,99.42
50000000,0,0.565296,1.138921,1.559,1.750,0.180,99.35
50000000,0,0.577628,1.143508,1.564,1.776,0.193,98.96
50000000,0,0.569708,1.140880,1.555,1.756,0.189,99.28
50000000,0,0.570108,1.138716,1.556,1.755,0.186,99.27
50000000,0,0.566588,1.145214,1.562,1.760,0.185,99.25
50000000,0,0.558195,1.134460,1.548,1.737,0.178,99.37
50000000,0,0.567430,1.150324,1.566,1.784,0.188,98.33
50000000,0,0.565462,1.147738,1.563,1.764,0.185,99.10
50000000,0,0.567432,1.138012,1.556,1.758,0.190,99.33
50000000,0,0.570781,1.145845,1.562,1.766,0.192,99.30
50000000,0,0.567933,1.135954,1.556,1.752,0.184,99.35
50000000,0,0.566252,1.156706,1.571,1.769,0.184,99.22
