| Version  | Threads |        Init        |    CountingSort    |        User        |         Sys         |      Elapsed       |      Speedup       |      Efficiency     |
|  Serial  |    1    | 0.5673854054054054 | 1.1408914047619045 | 1.5589285714285712 |  0.1855945945945946 | 1.7592244897959186 |        1.0         |         1.0         |
| Parallel |    1    | 0.5733984705882351 | 1.1077872121212122 | 1.5282592592592594 | 0.18915151515151515 | 1.7360612244897957 | 1.0133424242068019 |  1.0133424242068019 |
| Parallel |    2    | 1.249222257142857  | 1.3082042500000002 | 2.3710540540540546 | 0.22213157894736843 | 1.7375277777777778 | 1.0124871166352747 |  0.5062435583176373 |
| Parallel |    4    |  2.73027451724138  | 1.7108616444444442 | 4.2101999999999995 |  0.2597142857142857 | 1.7131142857142856 | 1.026916011655584  |  0.256729002913896  |
| Parallel |    8    | 4.865721021739131  | 2.5238819565217394 | 6.927181818181818  | 0.49738636363636357 | 1.7567916666666668 | 1.001384810262601  | 0.12517310128282513 |
| Parallel |    16   | 4.876260142857143  |     2.55070235     | 5.868694444444444  |  1.5956341463414636 | 1.7658780487804882 | 0.9962321526171275 | 0.06226450953857047 |
| Parallel |    32   | 5.342483022222224  | 2.7021587142857144 | 6.343909090909091  |  1.7397777777777776 | 1.719529411764706  | 1.0230848497034282 | 0.03197140155323213 |
