dimarray,threads,init,countingsort,user,elapsed,sys,pCPU
50000000,1,0.581394,1.107591,1.533,2.007,0.189,85.79
50000000,1,0.570116,1.109911,1.527,1.744,0.187,98.26
50000000,1,0.586802,1.114877,1.540,1.760,0.198,98.80
50000000,1,0.579423,1.103232,1.525,1.740,0.193,98.72
50000000,1,0.571709,1.108489,1.531,1.727,0.182,99.19
50000000,1,0.572872,1.122092,1.541,1.748,0.192,99.12
50000000,1,0.573779,1.105510,1.525,1.728,0.189,99.15
50000000,1,0.568400,1.102108,1.519,1.721,0.186,99.11
50000000,1,0.568679,1.116931,1.536,1.741,0.188,99.03
50000000,1,0.579905,1.115004,1.537,1.754,0.196,98.78
50000000,1,0.584289,1.110627,1.535,1.765,0.197,98.14
50000000,1,0.575296,1.098065,1.520,1.724,0.189,99.10
50000000,1,0.571910,1.102847,1.523,1.726,0.189,99.18
50000000,1,0.568059,1.111170,1.526,1.734,0.194,99.20
50000000,1,0.576413,1.114107,1.533,1.745,0.193,98.91
50000000,1,0.575574,1.136176,1.550,1.769,0.196,98.71
50000000,1,0.569052,1.123851,1.540,1.745,0.188,98.99
50000000,1,0.571030,1.120762,1.539,1.744,0.189,99.07
50000000,1,0.572985,1.101863,1.521,1.724,0.189,99.17
50000000,1,0.569850,1.101360,1.521,1.723,0.187,99.14
50000000,1,0.581225,1.122047,1.541,1.768,0.199,98.41
50000000,1,0.571834,1.105356,1.525,1.729,0.189,99.13
50000000,1,0.571089,1.114708,1.532,1.735,0.189,99.17
50000000,1,0.576250,1.109254,1.531,1.737,0.191,99.14
50000000,1,0.570989,1.098944,1.521,1.720,0.184,99.15
50000000,1,0.571842,1.109352,1.532,1.727,0.181,99.19
50000000,1,0.572455,1.109036,1.529,1.731,0.185,99.08
50000000,1,0.575906,1.104911,1.526,1.734,0.189,98.86
50000000,1,0.570299,1.114968,1.532,1.736,0.187,99.06
50000000,1,0.573860,1.100086,1.521,1.728,0.190,99.04
50000000,1,0.577250,1.121341,1.539,1.761,0.197,98.52
50000000,1,0.575305,1.111383,1.530,1.743,0.197,99.09
50000000,1,0.578871,1.118406,1.539,1.753,0.196,98.94
50000000,1,0.568258,1.105980,1.526,1.722,0.183,99.22
50000000,1,0.578372,1.099209,1.523,1.728,0.190,99.10
50000000,1,0.571330,1.093524,1.515,1.717,0.188,99.17
50000000,1,0.566664,1.124868,1.541,1.742,0.184,99.03
50000000,1,0.571896,1.098441,1.519,1.720,0.185,99.07
50000000,1,0.577323,1.100789,1.522,1.729,0.189,98.98
50000000,1,0.570969,1.097897,1.519,1.719,0.183,98.97
50000000,1,0.574360,1.102903,1.525,1.728,0.189,99.21
50000000,1,0.576900,1.099132,1.521,1.726,0.188,99.07
50000000,1,0.573654,1.117829,1.540,1.744,0.187,98.99
50000000,1,0.571780,1.112937,1.533,1.753,0.187,98.18
50000000,1,0.569297,1.102875,1.518,1.722,0.192,99.26
50000000,1,0.565726,1.109114,1.521,1.727,0.191,99.15
50000000,1,0.574581,1.104827,1.528,1.735,0.189,98.92
50000000,1,0.577506,1.107875,1.527,1.737,0.192,99.00
50000000,1,0.573012,1.104142,1.525,1.729,0.190,99.17
50000000,1,0.573624,1.100941,1.523,1.725,0.187,99.17
