dimarray,threads,init,countingsort,user,elapsed,sys,pCPU
50000000,8,4.931293,2.471280,6.911,1.749,0.525,100.00
50000000,8,4.977393,2.564057,7.106,1.748,0.470,100.00
50000000,8,4.764112,2.556328,6.842,1.767,0.515,100.00
50000000,8,4.823921,2.577434,6.960,1.745,0.475,100.00
50000000,8,4.830124,2.554794,6.920,1.745,0.501,100.00
50000000,8,4.933082,2.659812,7.191,1.718,0.439,100.00
50000000,8,5.000811,2.499177,7.023,1.764,0.512,100.00
50000000,8,4.794315,2.536539,6.854,1.793,0.515,100.00
50000000,8,4.745357,2.507550,6.760,1.747,0.525,100.00
50000000,8,4.870200,2.594729,6.998,1.755,0.501,100.00
50000000,8,4.877352,2.397550,6.788,1.764,0.520,100.00
50000000,8,5.113908,2.682272,7.419,1.704,0.408,100.00
50000000,8,4.841872,2.602897,7.022,1.752,0.456,100.00
50000000,8,4.566594,2.583466,6.711,1.734,0.469,100.00
50000000,8,4.949719,2.447523,6.938,1.737,0.490,100.00
50000000,8,5.005288,2.569196,7.143,1.733,0.469,100.00
50000000,8,4.891684,2.510376,6.906,1.762,0.528,100.00
50000000,8,4.949190,2.572352,7.080,1.718,0.475,100.00
50000000,8,4.833473,2.520852,6.860,1.756,0.528,100.00
50000000,8,4.852865,2.502316,6.864,1.766,0.523,100.00
50000000,8,4.812412,2.531919,6.872,1.745,0.508,100.00
50000000,8,4.843735,2.544065,6.925,1.753,0.495,100.00
50000000,8,4.987167,2.552543,7.095,1.724,0.480,100.00
50000000,8,5.108104,2.563844,7.229,1.739,0.473,100.00
50000000,8,4.407190,2.361154,6.160,1.906,0.665,100.00
50000000,8,3.931947,2.479879,5.902,1.814,0.546,100.00
50000000,8,4.212065,2.365656,5.998,1.841,0.625,100.00
50000000,8,2.922487,1.345599,3.961,3.051,0.353,100.00
50000000,8,4.500794,2.425446,6.424,2.011,0.543,100.00
50000000,8,3.636308,2.351493,5.485,1.825,0.539,100.00
50000000,8,4.713183,2.634282,6.888,1.749,0.491,100.00
50000000,8,4.823359,2.603678,6.969,1.761,0.487,100.00
50000000,8,4.840576,2.524524,6.909,1.731,0.487,100.00
50000000,8,4.892884,2.556627,7.000,1.753,0.482,100.00
50000000,8,4.947531,2.520388,6.995,1.742,0.503,100.00
50000000,8,4.920351,2.560078,7.003,1.764,0.509,100.00
50000000,8,4.712609,2.187812,6.469,1.806,0.474,100.00
50000000,8,4.963268,2.457998,6.951,1.765,0.505,100.00
50000000,8,4.930421,2.626208,7.115,1.725,0.471,100.00
50000000,8,4.797083,2.437491,6.745,1.747,0.523,100.00
50000000,8,4.925931,2.490946,6.937,1.731,0.511,100.00
50000000,8,4.882457,2.540824,6.950,1.743,0.505,100.00
50000000,8,4.998649,2.542899,7.068,1.757,0.505,100.00
50000000,8,4.766225,2.469668,6.751,1.736,0.515,100.00
50000000,8,5.057620,2.596293,7.226,1.742,0.461,100.00
50000000,8,4.917423,2.605272,7.085,1.737,0.467,100.00
50000000,8,4.831568,2.096440,6.501,1.775,0.459,100.00
50000000,8,4.880666,2.469672,6.877,1.762,0.503,100.00
50000000,8,4.916377,2.516716,6.946,1.754,0.516,100.00
50000000,8,4.893031,2.540779,6.989,1.742,0.476,100.00
